国連による世界地理区分,国・地域名,国内の大まかな地域,言語の日本語名,文字体系,特徴となる文字形,冠詞・前置詞等／短い看板語,見分け方・混同注意,公的地位・看板での扱い,地域の解説,地図番号,地図帳ページ,地域ID,言語ID,経度,緯度,範囲の性質,統計ID,参照資料ID,地域・制度の出典URL,文字の出典URL,大文字形（機械的な対応・例外は解説）
南ヨーロッパ,スロベニア,南西端の海岸（コペル・ピラン）,イタリア語,Latin,à è é ì ò ù,il / della / via,固有の追加文字は乏しい。via・piazza・gliなどの語を補助にする。,指定地域の共同公用語・地名併記,,113,26,svn-italian,it,13.80024,45.51142,行政区を使った位置の概略,,SVN,https://assets.publishing.service.gov.uk/media/650bf4d7fbd7bc000de546ff/Slovenia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/it.xml,À È É Ì Ò Ù
南ヨーロッパ,スロベニア,北東端・ハンガリー国境,ハンガリー語,Latin,ő ű sz gy,és / az / utca,二重鋭アクセントő・űが強い手掛かり。ö・üとは別字。,指定地域の共同公用語・地名併記,自治体の中の混住地域。,114,26,svn-hungarian,hu,16.26106,46.73101,行政区を使った位置の概略,,SVN,https://assets.publishing.service.gov.uk/media/650bf4d7fbd7bc000de546ff/Slovenia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hu.xml,Ő Ű SZ GY
南ヨーロッパ,クロアチア,北西の半島（イストラ）,イタリア語,Latin,à è é ì ò ù,il / della / via,固有の追加文字は乏しい。via・piazza・gliなどの語を補助にする。,地域言語の地名・公共表示,二言語自治体ではクロアチア語とイタリア語を併記。,115,26,hrv-italian,it,13.94181,45.13987,行政区を使った位置の概略,,HRV-SIGNS; HRV-OP,https://rm.coe.int/croatia-ria7-en/4880282b76; https://rm.coe.int/5th-op-croatia-en/1680a2cb49,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/it.xml,À È É Ì Ò Ù
南ヨーロッパ,クロアチア,東端（ドナウ川近くの一部自治体）,セルビア語,Cyrillic,ј љ њ ћ ђ џ,и / у / улица,ј・љ・њは北マケドニアとも共有。ћ・ђとќ・ѓを比較する。,地域言語の地名・公共表示,キリル文字の地名・公共施設表示がある自治体。設置状況に地域差。,116,26,hrv-serbian,sr,18.95,45.42,代表地点。周辺全体を意味しない,,HRV-SIGNS; HRV-OP,https://rm.coe.int/croatia-ria7-en/4880282b76; https://rm.coe.int/5th-op-croatia-en/1680a2cb49,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sr.xml,Ј Љ Њ Ћ Ђ Џ
南ヨーロッパ,クロアチア,北部内陸（ダルヴァル周辺）,チェコ語,Latin,ř ě ů,a / v / ulice,řとůが有力。スロバキア語のľ・ôと比較する。,地域言語の地名・公共表示,周辺の一部集落・自治体。2024年の規定を含む2025年報告に基づく。,117,26,hrv-czech,cs,17.23,45.55,代表地点。周辺全体を意味しない,,HRV-SIGNS,https://rm.coe.int/croatia-ria7-en/4880282b76,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/cs.xml,Ř Ě Ů
南ヨーロッパ,セルビア,全域（基本の表示）,セルビア語,Cyrillic,ј љ њ ћ ђ џ,и / у / улица,ј・љ・њは北マケドニアとも共有。ћ・ђとќ・ѓを比較する。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,118,27,srb-base,sr,21.00738,44.20982,国・地域の外形,srb-sr,SRB,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sr.xml,Ј Љ Њ Ћ Ђ Џ
南ヨーロッパ,セルビア,全域（基本の表示）,セルビア語（ラテン表記）,Latin,č ć đ š ž,i / u / ulica,キリル文字と併用。クロアチア語・ボスニア語と字形だけでは分けられない。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,118,27,srb-base,sr_Latn,21.00738,44.20982,国・地域の外形,,SRB,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sr_Latn.xml,Č Ć Đ Š Ž
南ヨーロッパ（学習用の別掲）,コソボ,全域（基本の表示）,アルバニア語,Latin,ë ç sh xh,dhe / në / rruga,ëとq/xh/rrなどの組合せ。アルバニアのほかコソボ・北マケドニアなど。,全国の公用語・主要公共表示,国際的地位には立場の違いがあるため学習上の地域として別掲。セルビア語の実表示は自治体差。,119,27,xkx-base,sq,20.90308,42.5877,国・地域の外形,,XKX,https://assets.publishing.service.gov.uk/media/6941525329501ea90654a505/Kosovo_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sq.xml,Ë Ç SH XH
南ヨーロッパ（学習用の別掲）,コソボ,全域（基本の表示）,セルビア語,Cyrillic,ј љ њ ћ ђ џ,и / у / улица,ј・љ・њは北マケドニアとも共有。ћ・ђとќ・ѓを比較する。,全国の公用語・主要公共表示,国際的地位には立場の違いがあるため学習上の地域として別掲。セルビア語の実表示は自治体差。,119,27,xkx-base,sr,20.90308,42.5877,国・地域の外形,,XKX,https://assets.publishing.service.gov.uk/media/6941525329501ea90654a505/Kosovo_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sr.xml,Ј Љ Њ Ћ Ђ Џ
南ヨーロッパ,セルビア,北部（ヴォイヴォディナ）,ハンガリー語,Latin,ő ű sz gy,és / az / utca,二重鋭アクセントő・űが強い手掛かり。ö・üとは別字。,地域言語の地名・公共表示,州の5つの追加公用語。実際の併記は言語集落・自治体ごとに異なる。,120,27,srb-vojvodina,hu,19.94738,45.40367,行政区を使った位置の概略,,SRB,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hu.xml,Ő Ű SZ GY
南ヨーロッパ,セルビア,北部（ヴォイヴォディナ）,スロバキア語,Latin,ľ ĺ ŕ ô ä,a / v / ulica,ľは書体によってlの右の小さな印。チェコ語のřは通常ない。,地域言語の地名・公共表示,州の5つの追加公用語。実際の併記は言語集落・自治体ごとに異なる。,120,27,srb-vojvodina,sk,19.94738,45.40367,行政区を使った位置の概略,,SRB,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sk.xml,Ľ Ĺ Ŕ Ô Ä
南ヨーロッパ,セルビア,北部（ヴォイヴォディナ）,ルーマニア語,Latin,ă â î ș ț,și / de / strada,ș・țは下付きコンマ。旧字体・古いデータではş・ţが混在する。,地域言語の地名・公共表示,州の5つの追加公用語。実際の併記は言語集落・自治体ごとに異なる。,120,28,srb-vojvodina,ro,19.94738,45.40367,行政区を使った位置の概略,,SRB,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ro.xml,Ă Â Î Ș Ț
南ヨーロッパ,セルビア,北部（ヴォイヴォディナ）,パンノニア・ルシン語,Cyrillic,ї є ґ,и / на,セルビア北部などの変種。カルパチアのルシン諸変種と区別して登録。,地域言語の地名・公共表示,州の5つの追加公用語。実際の併記は言語集落・自治体ごとに異なる。,120,28,srb-vojvodina,rsk,19.94738,45.40367,行政区を使った位置の概略,,SRB,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/rusyn.htm,Ї Є Ґ
南ヨーロッパ,セルビア,北部（ヴォイヴォディナ）,クロアチア語,Latin,č ć đ š ž,i / u / ulica,ボスニア語・セルビア語ラテン表記と同じ字形。単独では国を分けられない。,地域言語の地名・公共表示,州の5つの追加公用語。実際の併記は言語集落・自治体ごとに異なる。,120,28,srb-vojvodina,hr,19.94738,45.40367,行政区を使った位置の概略,,SRB,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hr.xml,Č Ć Đ Š Ž
南ヨーロッパ,セルビア,南西部（ノヴィ・パザル周辺）,ボスニア語,Latin,č ć đ š ž,i / u / ulica,クロアチア語・セルビア語ラテン表記と共有。キリル表記もある。,地域言語の地名・公共表示,サンジャク地方の自治体で公的使用。,121,28,srb-bosnian,bs,20.52,43.14,代表地点。周辺全体を意味しない,,SRB; CHARTER,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/bs.xml,Č Ć Đ Š Ž
南ヨーロッパ,セルビア,南端（プレシェヴォ周辺）,アルバニア語,Latin,ë ç sh xh,dhe / në / rruga,ëとq/xh/rrなどの組合せ。アルバニアのほかコソボ・北マケドニアなど。,地域言語の地名・公共表示,北マケドニア・コソボに近い一部自治体。,122,28,srb-albanian,sq,21.65,42.31,代表地点。周辺全体を意味しない,,SRB; CHARTER,https://assets.publishing.service.gov.uk/media/650962d322a783001343e841/Serbia_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sq.xml,Ë Ç SH XH
南ヨーロッパ（学習用の別掲）,コソボ,南部（プリズレンなど）,トルコ語,Latin,ı İ ğ ş ç ö ü,ve / bir / sokak,iとı、İとIが別。アゼルバイジャン語のəは標準トルコ語にはない。,地域言語の地名・公共表示,トルコ語などの自治体公用語。地域全体の主表示ではない。,123,28,xkx-turkish,tr,20.74,42.21,代表地点。周辺全体を意味しない,,XKX,https://assets.publishing.service.gov.uk/media/6941525329501ea90654a505/Kosovo_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/tr.xml,I İ Ğ Ş Ç Ö Ü
南ヨーロッパ（学習用の別掲）,コソボ,南部（プリズレンなど）,ボスニア語,Latin,č ć đ š ž,i / u / ulica,クロアチア語・セルビア語ラテン表記と共有。キリル表記もある。,地域言語の地名・公共表示,トルコ語などの自治体公用語。地域全体の主表示ではない。,123,28,xkx-turkish,bs,20.74,42.21,代表地点。周辺全体を意味しない,,XKX,https://assets.publishing.service.gov.uk/media/6941525329501ea90654a505/Kosovo_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/bs.xml,Č Ć Đ Š Ž
南ヨーロッパ,モンテネグロ,全域（基本の表示）,モンテネグロ語,Latin,ś ź č ć đ,i / u / ulica,ś・źは特徴だが看板で常に出るわけではない。キリル表記も使う。,全国の公用語・主要公共表示,モンテネグロ語が国の公用語。残る4言語は憲法上「公的使用」。使用地域・名称は重なる。,124,29,mne-base,cnr,19.29773,42.68803,国・地域の外形,mne-cnr,MNE,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,Ś Ź Č Ć Đ
南ヨーロッパ,モンテネグロ,全域（基本の表示）,モンテネグロ語（キリル表記）,Cyrillic,ј љ њ ћ ђ,и / у / улица,セルビア語と大部分を共有。特徴字с́・з́は少なく、見えないことを除外理由にしない。,全国の公用語・主要公共表示,モンテネグロ語が国の公用語。残る4言語は憲法上「公的使用」。使用地域・名称は重なる。,124,29,mne-base,cnr_Cyrl,19.29773,42.68803,国・地域の外形,,MNE,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,https://www.omniglot.com/writing/montenegrin.htm,Ј Љ Њ Ћ Ђ
南ヨーロッパ,モンテネグロ,全域（基本の表示）,セルビア語,Cyrillic,ј љ њ ћ ђ џ,и / у / улица,ј・љ・њは北マケドニアとも共有。ћ・ђとќ・ѓを比較する。,憲法上の公的使用（自治体・住民集落による）,モンテネグロ語が国の公用語。残る4言語は憲法上「公的使用」。使用地域・名称は重なる。,124,29,mne-base,sr,19.29773,42.68803,国・地域の外形,mne-sr,MNE,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sr.xml,Ј Љ Њ Ћ Ђ Џ
南ヨーロッパ,モンテネグロ,全域（基本の表示）,ボスニア語,Latin,č ć đ š ž,i / u / ulica,クロアチア語・セルビア語ラテン表記と共有。キリル表記もある。,憲法上の公的使用（自治体・住民集落による）,モンテネグロ語が国の公用語。残る4言語は憲法上「公的使用」。使用地域・名称は重なる。,124,29,mne-base,bs,19.29773,42.68803,国・地域の外形,mne-bs,MNE,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/bs.xml,Č Ć Đ Š Ž
南ヨーロッパ,モンテネグロ,全域（基本の表示）,クロアチア語,Latin,č ć đ š ž,i / u / ulica,ボスニア語・セルビア語ラテン表記と同じ字形。単独では国を分けられない。,憲法上の公的使用（自治体・住民集落による）,モンテネグロ語が国の公用語。残る4言語は憲法上「公的使用」。使用地域・名称は重なる。,124,29,mne-base,hr,19.29773,42.68803,国・地域の外形,,MNE,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hr.xml,Č Ć Đ Š Ž
南ヨーロッパ,モンテネグロ,全域（基本の表示）,アルバニア語,Latin,ë ç sh xh,dhe / në / rruga,ëとq/xh/rrなどの組合せ。アルバニアのほかコソボ・北マケドニアなど。,憲法上の公的使用（自治体・住民集落による）,モンテネグロ語が国の公用語。残る4言語は憲法上「公的使用」。使用地域・名称は重なる。,124,30,mne-base,sq,19.29773,42.68803,国・地域の外形,mne-sq,MNE,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sq.xml,Ë Ç SH XH
南ヨーロッパ,アルバニア,全域（基本の表示）,アルバニア語,Latin,ë ç sh xh,dhe / në / rruga,ëとq/xh/rrなどの組合せ。アルバニアのほかコソボ・北マケドニアなど。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,125,30,alb-base,sq,20.00648,41.14564,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sq.xml,Ë Ç SH XH
南ヨーロッパ,北マケドニア,全域（基本の表示）,マケドニア語,Cyrillic,ј љ њ ќ ѓ ѕ,и / во / улица,ќ・ѓ・ѕが強い補助。セルビア語のћ・ђと形を比べる。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,126,30,mkd-base,mk,21.7331,41.59881,国・地域の外形,mkd-mk,MKD,https://assets.publishing.service.gov.uk/media/69b175ba24c6431b84f0e475/North_Macedonia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/mk.xml,Ј Љ Њ Ќ Ѓ Ѕ
南ヨーロッパ,北マケドニア,全域（基本の表示）,アルバニア語,Latin,ë ç sh xh,dhe / në / rruga,ëとq/xh/rrなどの組合せ。アルバニアのほかコソボ・北マケドニアなど。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,126,30,mkd-base,sq,21.7331,41.59881,国・地域の外形,mkd-sq,MKD,https://assets.publishing.service.gov.uk/media/69b175ba24c6431b84f0e475/North_Macedonia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sq.xml,Ë Ç SH XH
南ヨーロッパ,モンテネグロ,南東端（ウルツィニ・トゥジ）,アルバニア語,Latin,ë ç sh xh,dhe / në / rruga,ëとq/xh/rrなどの組合せ。アルバニアのほかコソボ・北マケドニアなど。,憲法上の公的使用（自治体・住民集落による）,アルバニア国境近く。Ulcinj / Ulqinなどの地名。,127,30,mne-albanian,sq,19.18925,42.17792,国の外形で切り取った概略範囲,,MNE,https://assets.publishing.service.gov.uk/media/69285cf3b3b9afff34e9615a/Montenegro_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sq.xml,Ë Ç SH XH
南ヨーロッパ,アルバニア,南端・ギリシャ国境近く,ギリシャ語,Greek,Θ θ Λ λ Ξ ξ Ω ω,και / η / οδός,独立したギリシャ文字。キプロスでも使う。ΡはラテンPに似る。,地域言語の地名・公共表示,ギリシャ語少数言語地域の一部表示。,128,30,alb-greek,el,20.26,39.88,代表地点。周辺全体を意味しない,,ALB-SIGNS,https://rm.coe.int/5th-op-albania-en/1680acf90e,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/el.xml,Θ Θ Λ Λ Ξ Ξ Ω Ω
南ヨーロッパ,北マケドニア,西部・北西部（テトヴォなど）,アルバニア語,Latin,ë ç sh xh,dhe / në / rruga,ëとq/xh/rrなどの組合せ。アルバニアのほかコソボ・北マケドニアなど。,地域言語の地名・公共表示,アルバニア語の併記が位置の補助。国の公的使用の範囲はこれより広い。,129,31,mkd-albanian,sq,20.95,41.52996,国の外形で切り取った概略範囲,mkd-sq,MKD,https://assets.publishing.service.gov.uk/media/69b175ba24c6431b84f0e475/North_Macedonia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sq.xml,Ë Ç SH XH
南ヨーロッパ,北マケドニア,中西部の一部自治体,トルコ語,Latin,ı İ ğ ş ç ö ü,ve / bir / sokak,iとı、İとIが別。アゼルバイジャン語のəは標準トルコ語にはない。,自治体公用語・地域の公共表示,自治体公用語の一つ。マケドニア語との併記。,130,31,mkd-turkish,tr,21.0,41.51,代表地点。周辺全体を意味しない,,MKD; CHARTER,https://assets.publishing.service.gov.uk/media/69b175ba24c6431b84f0e475/North_Macedonia_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/tr.xml,I İ Ğ Ş Ç Ö Ü
南ヨーロッパ,北マケドニア,北部・首都スコピエの一地区,ロマニ語,Latin,č š ž,romani,正書法が複数ある。北マケドニアの自治体表示はマケドニア語と併せて読む。,自治体公用語・地域の公共表示,シュト・オリザリ地区の地域公用語。全国の道路標識の言語ではない。,131,31,mkd-romani,rom,21.42,42.04,代表地点。周辺全体を意味しない,,MKD; CHARTER,https://assets.publishing.service.gov.uk/media/69b175ba24c6431b84f0e475/North_Macedonia_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://www.omniglot.com/writing/romani.htm,Č Š Ž
南ヨーロッパ,北マケドニア,北端（首都スコピエの北側）,セルビア語,Cyrillic,ј љ њ ћ ђ џ,и / у / улица,ј・љ・њは北マケドニアとも共有。ћ・ђとќ・ѓを比較する。,自治体公用語（表示の量は未測定）,チュチェル・サンデヴォの自治体公用語。セルビア語の字形があっても国境の北側とは限らない。,132,31,mkd-serbian,sr,21.3844,42.1019,代表地点。周辺全体を意味しない,,MKD,https://assets.publishing.service.gov.uk/media/69b175ba24c6431b84f0e475/North_Macedonia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sr.xml,Ј Љ Њ Ћ Ђ Џ
南ヨーロッパ,北マケドニア,中西部内陸（クルシェヴォ周辺）,アルーマニア語（ヴラフ語）,Latin,ã sh ts,shi / Crushuva,ルーマニア語に近い。ãとshは近年の正書法の補助で、綴りは地域によって異なる。,自治体公用語（表示の量は未測定）,クルシェヴォの自治体公用語。Crushuvaはアルーマニア語の地名形。地図の点は自治体の代表位置。,133,31,mkd-aromanian,rup,21.2483,41.3694,代表地点。周辺全体を意味しない,,MKD,https://assets.publishing.service.gov.uk/media/69b175ba24c6431b84f0e475/North_Macedonia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/aromanian.htm,Ã SH TS
南ヨーロッパ,アルバニア,南東端（プレスパ湖畔）,マケドニア語,Cyrillic,ј љ њ ќ ѓ ѕ,и / во / улица,ќ・ѓ・ѕが強い補助。セルビア語のћ・ђと形を比べる。,地域言語の地名・公共表示,プステツなどのマケドニア語との二言語表示。,134,31,alb-macedonian,mk,20.91,40.79,代表地点。周辺全体を意味しない,,ALB-SIGNS,https://rm.coe.int/5th-op-albania-en/1680acf90e,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/mk.xml,Ј Љ Њ Ќ Ѓ Ѕ
南ヨーロッパ,ギリシャ,全域（基本の表示）,ギリシャ語,Greek,Θ θ Λ λ Ξ ξ Ω ω,και / η / οδός,独立したギリシャ文字。キプロスでも使う。ΡはラテンPに似る。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,135,32,grc-base,el,21.96854,39.07111,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/el.xml,Θ Θ Λ Λ Ξ Ξ Ω Ω
南ヨーロッパ,マルタ,全域（基本の表示）,マルタ語,Latin,ċ ġ ħ ż għ,il- / tal- / triq,ħと点付きċ・ġ・żが有力。英語の併記もよく使われる。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,136,32,mlt-base,mt,14.41513,35.9252,国・地域の外形,,EU,https://european-union.europa.eu/principles-countries-history/languages_en,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/mt.xml,Ċ Ġ Ħ Ż GĦ
南ヨーロッパ,マルタ,全域（基本の表示）,英語,Latin,th sh wh,the / of / road,基本26字だけでは他のラテン文字言語と区別しにくい。英語の案内は各国にある。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,136,32,mlt-base,en,14.41513,35.9252,国・地域の外形,,EU,https://european-union.europa.eu/principles-countries-history/languages_en,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/en.xml,TH SH WH
西アジア,キプロス,島の南部（共和国政府管理地域）,ギリシャ語,Greek,Θ θ Λ λ Ξ ξ Ω ω,και / η / οδός,独立したギリシャ文字。キプロスでも使う。ΡはラテンPに似る。,地域言語の地名・公共表示,ギリシャ語が主表示。英語やラテン文字への転写も併用される。,137,32,cyp-south,el,32.98765,34.90532,国・地域の外形,,CYP; CYP-PIO,https://www.olc.gov.cy/olc/olc.nsf/5CA0138A654BE102C2258D48002E723E/%24file/Constitution%2014.11.2025.pdf; https://publications.gov.cy/assets/user/publications/GAAG/CAAG_EN_2018/files/assets/common/downloads/Cyprus%20at%20a%20Glance_AR.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/el.xml,Θ Θ Λ Λ Ξ Ξ Ω Ω
西アジア,キプロス,島の北部（事実上別の行政下）,トルコ語,Latin,ı İ ğ ş ç ö ü,ve / bir / sokak,iとı、İとIが別。アゼルバイジャン語のəは標準トルコ語にはない。,地域言語の地名・公共表示,トルコ語が主表示。キプロスの憲法上の公用語はギリシャ語とトルコ語。境界はNatural Earthの表示区分。,138,32,cyp-north,tr,33.8088,35.34382,国・地域の外形,,CYP; CYP-PIO,https://www.olc.gov.cy/olc/olc.nsf/5CA0138A654BE102C2258D48002E723E/%24file/Constitution%2014.11.2025.pdf; https://publications.gov.cy/assets/user/publications/GAAG/CAAG_EN_2018/files/assets/common/downloads/Cyprus%20at%20a%20Glance_AR.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/tr.xml,I İ Ğ Ş Ç Ö Ü
東ヨーロッパ,ブルガリア,全域（基本の表示）,ブルガリア語,Cyrillic,ъ щ ѝ,и / на / улица,語中のъが目立つ。ロシア語にもъはあるので単独では断定しない。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,139,33,bgr-base,bg,25.1718,42.7737,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/bg.xml,Ъ Щ Ѝ
東ヨーロッパ,ルーマニア,全域（基本の表示）,ルーマニア語,Latin,ă â î ș ț,și / de / strada,ș・țは下付きコンマ。旧字体・古いデータではş・ţが混在する。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,140,33,rou-base,ro,24.26879,45.94754,国・地域の外形,,ROU,https://assets.publishing.service.gov.uk/media/694548d92f0261139350894f/Romania_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ro.xml,Ă Â Î Ș Ț
